Standardised_Quarter,Overall unemployment rate,"Agriculture, forestry, fishing, mining, energy & water (A, B, D, E)",Manufacturing (C),Construction (F),"Wholesale, retail & repair of motor vehicles (G)",Transport & storage (H),Accommodation & food services (I),Information & communication (J),"Financial,  insurance & real estate activities (K, L)","Professional, scientific & technical activities (M)",Administrative & support services (N),Public admin & defence; social security (O),Education (P),Human health & social work activities (Q),"Other services (R, S, T)"
2014_Q2,6.217879846989267,3.644216809506171,4.258818726523087,4.378377702107759,5.7076049069703485,4.6461664510004095,8.781184524577563,3.2280258828744723,2.588857214097881,2.3475131460279997,7.097332730822858,2.0508848549540812,2.161007933371835,3.230945139920315,4.431012686803016
2014_Q3,6.202383299911719,3.0399629242263875,4.056946083105846,3.6978114134648217,5.346670428289307,4.237532185933053,8.005525203632805,3.0695955250446545,2.6056708995235125,2.2398141859621186,6.409099603839784,2.5587133183081647,2.7079501950089155,2.9310725083577833,3.6219219885401395
2014_Q4,5.563811850014707,2.7600600068713415,3.6613860592465115,3.713887394363476,4.611993951043426,4.436001480712939,7.397636850675663,2.9714870479315434,2.983036621967568,2.1148667694895598,6.037284829879632,2.3659523540604175,1.9204015136832928,2.4003359367488786,3.570693954503406
2015_Q1,5.519146569377572,3.0677466909859374,3.86101892547851,3.3929820371539208,5.382520599895205,4.498917190493002,8.502474757473767,2.369562722368874,2.7474551760504946,2.2371816227426553,5.5071801714799395,2.500931546525794,1.6474932580506016,2.3560199617230166,3.182990263271784
2015_Q2,5.5408306195017305,3.345084741351546,3.8890039807623045,3.356801116806539,5.5061972554825696,3.9531317756413697,7.6694054691311635,2.704661031206303,2.8401304021479756,2.247346610416949,5.679096366445094,2.198888057433452,1.7630689065922165,2.454383909896925,3.1030295406558497
2015_Q3,5.527324090985198,3.13730800188707,3.5159566059938996,3.033765263819616,5.132238150570867,4.521453085257825,7.577912355437415,2.975801699393617,3.0321782927617913,1.8390562669827137,5.292955073781779,2.249054061664235,2.02738917444065,2.544250714593633,3.213102633700317
2015_Q4,4.948438519559196,2.9367599017873203,3.394693615544088,2.94825268874847,4.0676016546810345,2.926621530978106,7.718219873459799,2.449469446588173,2.569313633064615,2.0702980330370204,5.28498263220939,2.2465847599306277,1.9421708795742696,2.510603811563149,3.4984823269850014
2016_Q1,5.0601356460185185,3.2882215996961977,4.169981456324715,3.2614814982128317,4.446388100933943,3.5478998598825995,7.60121224649012,2.554641540209036,2.7942732734553344,1.8360778783605516,5.885592600298956,2.243670033261628,2.3486117393909014,2.1293755798875833,3.425976542054988
2016_Q2,4.8549375642726025,2.92666956916141,3.8978827769380007,2.8897243286599728,4.095355677737519,3.3800764274840738,6.417846408431154,3.744539561825988,1.9619561906978962,2.068696897146631,5.61756760168657,1.6729641071834407,2.0384194984733393,2.737562806099622,3.318747609885269
2016_Q3,5.036653147586611,3.2457808401353856,3.8532851771288303,3.088851165911078,3.8609102513418376,3.169277652036272,5.990423671593279,3.1775102620718134,2.77747187113166,2.2523634587090564,4.924720988922651,1.7947821597952132,2.4097278101241657,2.726667428383024,2.9592172842923614
2016_Q4,4.6190919178957195,2.4038310379558543,3.4051999379833555,2.8351163422218657,4.193518381977608,3.1725092345779373,6.368402441787341,2.14977256758256,2.7357372948871923,2.128224740399564,4.147558102459281,1.658016588691425,2.08493733971744,2.6499491140198512,2.784280736533441
2017_Q1,4.560729853299779,2.1924304508373607,3.2863755839709454,2.759732757447032,4.272825204984087,3.8562351219307525,5.846525079360632,2.819907801402844,3.5532616858096047,2.061810935575501,4.538136117608451,1.474020148629481,2.019349454517631,2.6655636991375946,3.4013129714940074
2017_Q2,4.352819895937012,1.9345916095530762,3.329754417689372,2.522787413002274,4.261368276813343,3.0029682862052804,5.464483158850246,3.330775950254589,3.277765856119387,2.184476987447699,3.839958757672618,1.7444484259482769,1.9606440286662499,2.288712112520187,2.783278362687975
2017_Q3,4.458807205245225,2.3081753723366347,2.7410625285885395,1.9363417647980201,4.0971413012391285,3.0360672564700644,5.748280687334163,2.7548209366391188,2.6319435336538906,1.8535407095178487,3.9604432711050137,1.7330486775201523,1.906000367075767,2.2818272584105856,3.0114951288597593
2017_Q4,4.235269494054278,1.6738008653635708,2.501629531887157,1.9396868424919715,3.736180693616573,3.0262025076092907,5.198483978962684,3.1131040612055276,2.4102607879124163,2.084944218525314,3.5673079600526405,2.425103158211413,2.007003484835997,2.212713916586879,3.231207072808626
2018_Q1,4.13852200121722,1.8428091548424415,2.740078484091511,2.325206698994987,3.9802490518827067,3.2546756982148035,5.912430915755963,2.8007760870997718,2.833479179831102,2.227849823847623,3.5253309801113,2.3639368550016915,1.9460369052705824,2.1123454147778262,2.7525447947904524
2018_Q2,4.021142136868277,2.36180281472348,2.8149431205017,2.579378494468447,3.7580398063072633,3.09308000674073,6.130782108976168,2.327097953557359,2.57696816528075,1.7187776866444733,3.3308541439114143,1.9551310215639,1.8550790471784442,2.2559923866021094,2.6402017365301655
2018_Q3,4.237209461984128,2.6129445643541724,2.7579300268126605,2.3750694981501494,3.6525293717122125,3.2096173745937437,5.688414963819288,2.255092299539144,2.1503592337008457,1.6658252715814126,4.137508261415815,1.8981785966461677,2.2757107768684843,2.263149224693423,2.9727420385027234
2018_Q4,3.988573683734188,2.885361180501027,2.663969390914649,1.9930525859530264,3.498902693151069,3.0552688754423123,5.480900953013034,1.76508371005617,2.1432168918628003,2.0363651236838445,4.065980591369568,1.3575632632149088,1.920654175240427,2.2835125593753762,3.1373442383980614
2019_Q1,3.795210662839468,1.9296931066188059,3.181872234131506,1.6669784912367627,3.8647388576190154,3.223944775886244,5.233767642952138,1.950885610212963,2.388525499413072,1.8534383091888234,3.62780840645191,1.239860537263709,1.8396513407478168,2.3711337784887054,2.61571111085245
2019_Q2,3.7619101379966478,1.3766747085656557,2.9563825947630478,1.8747891306061615,3.8260459993332003,2.8971568849133464,5.4117102004114495,2.1190456139289036,2.2199898481163878,1.6379480019426769,4.08986569989738,1.0262569426405115,1.6499056653228374,1.929732078319092,2.619657209398202
2019_Q3,4.003320467555705,1.4556679387180305,2.497518655574114,2.1269041378102105,4.103397585924339,2.769013599246957,5.623731860333446,2.3020378439140265,2.3131165713518533,1.7535505218180882,4.161103171632737,1.196943204450195,1.9285107313695953,2.0682863443930515,2.589791460682693
2019_Q4,3.7911113632832354,2.2453889713877735,2.6483122648176924,2.1238387980798916,3.7641157283685054,3.2005758448314556,5.495483051731273,2.0851325578728073,1.8630278893568668,1.838503034361242,3.925702306407691,1.2433840309216808,1.8158237191153674,2.190816105645455,1.8740356502325757
2020_Q1,3.916447464044108,2.729676654467028,2.647653642693736,2.4218794989008052,4.178998397042009,3.719160587392981,5.325200288472758,2.886018498348522,2.5430248602019487,1.727152763991805,4.462660017361226,1.6378245249751266,1.8900561207830613,2.076681376222384,2.6270324338045588
2020_Q2,4.047002007728747,3.242919506512243,2.9880398831191832,2.348575079219796,4.1059270636322625,3.0981270553327573,5.617788118793825,3.2519477067752383,2.9518241865176846,2.605745268623758,4.482344251317673,1.2542393813087607,1.9927397713597326,2.096143674997009,2.7803212451425843
2020_Q3,5.022018318427381,2.8850503071363227,3.9906360183221206,3.374371672768587,4.7972597707518325,3.966828168048117,9.395084437270214,3.4135241642307386,2.7899717183082937,2.9820228855641253,5.847867284583643,1.576824203348325,2.654018807656922,2.32698002880081,3.8674687975108433
2020_Q4,4.765927969906605,2.5327133440154257,4.11458179941543,3.0161805387343166,4.758214393173196,4.087457872146366,8.92272327871998,3.368244397898232,2.2900171755469727,2.83010876747565,6.426763519433284,1.5068944825109047,2.3619281446404394,2.1608787081880787,3.487965826728422
2021_Q1,4.881400039734406,2.6973615965360334,4.136442421586608,2.9621926193683894,4.511095632063234,5.133556430009334,9.55197576537431,3.0319561069130647,2.7991628072665393,3.004687995095273,6.72708284852088,1.4651426380981762,2.3785252020397603,2.4641921633896215,4.512769278201264
2021_Q2,4.567539032115534,2.168440806266737,3.3703752614176334,2.4621989917903835,4.664724857454343,5.042092688122694,7.463682050376775,2.5649913091026657,2.5077242286630312,2.6879169242513563,5.867552250463237,1.3894423654217067,2.1847865462532567,2.1758387959658063,4.054937938058892
2021_Q3,4.493774356816754,1.8999865209569247,2.857168536271036,2.721557177653556,4.453391888081136,5.121800329671069,6.058716735580448,2.7628082948060038,2.117687941858304,2.2709040257492084,4.470849209275015,1.4554037567470626,2.2004916189815185,2.3141308105886904,4.038588118293521
2021_Q4,4.464968777032485,1.8681643391522529,3.074338435978389,2.773222993506259,4.43908455175535,4.324599993158011,7.480683376514139,2.475203046386262,2.0909655658896678,2.4638720918138426,5.2266707319346555,1.475444991544603,2.113938832969916,2.5258858620183195,3.279143635941343
2022_Q1,3.7235836187783575,1.7634477678068823,2.291002918592066,2.2704808638555325,4.23311734335458,2.983934939220205,5.94369836401129,2.2643697067446222,1.546545364148047,1.7384598093546764,3.8330798357385105,1.2536471962124638,1.5244906914660454,2.2061684803194477,1.957837303367816
2022_Q2,3.5567592479946506,1.9541946926645721,2.4788117979150197,2.179000963268033,3.8648885283423144,2.7081405185578795,5.129839070550106,1.9630845391376457,1.5516836556558744,1.7255420378391033,3.191480159099091,1.1776880060756625,1.5007409253392223,2.1680274518376454,2.2358170141129747
2022_Q3,3.7784783588021527,2.0192357957808467,2.333634012008035,1.5983767464324117,4.257406109889758,3.350687616178654,5.54188310546764,1.5607898993823899,1.642224836622231,1.6677535597448332,2.992199094375637,1.2569472181756878,1.8779186604418243,2.3009808314028466,2.329277916718423
2022_Q4,3.811624999187881,1.0001869674540795,2.142933948547067,2.295333410216552,4.076770508772373,3.2006749420590923,6.286406056724595,2.1053675864709334,1.7071176740540128,1.662197777429473,3.9379301211296336,1.2932980782945123,1.8604502127107958,2.0759355755776747,2.0863970503668363
2023_Q1,3.719124493828849,1.433363969276569,2.79632272274124,2.536404118184262,3.8303777240989794,3.5948180543355504,6.728221494998971,2.86107282559903,1.650263709863699,1.5161918431661219,3.732074665948657,1.0622260857447405,1.4673562825486153,2.0507095834118507,2.7462399763119762
